id,recipeName,mealType,dietaryType,weightGoal,calories,protein,carbs,fat,fiber,sodium,cholesterol,preparationTime,serves,semantic_text,restrictions_str,ingredients_str,instructions_str,mealImageURL
68395eeaa1f9120d4641a65b,Lauki & Moong Dal Khichdi (Bottle Gourd & Lentil Porridge),breakfast,desi,weight_loss,140.0,8.0,20.0,3.0,6.0,400.0,0.0,10,1,Lauki & Moong Dal Khichdi (Bottle Gourd & Lentil Porridge) Lauki & Moong Dal Khichdi (Bottle Gourd & Lentil Porridge) Lauki & Moong Dal Khichdi (Bottle Gourd & Lentil Porridge) Moong Dal Bottle Gourd (Lauki) Cumin Seeds Turmeric Powder Tomato Oil Salt Water Fresh Coriander desi,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar,dairy_free","Moong Dal (1/2 cup (100g, dry)); Bottle Gourd (Lauki) (1 small (300g, peeled and cubed)); Cumin Seeds (1/2 tsp (1g)); Turmeric Powder (1/2 tsp (1g)); Tomato (1 medium (150g, chopped)); Oil (1 tsp (5g)); Salt (To taste (assumed 1 tsp, 3g)); Water (3 cups (720ml)); Fresh Coriander (For garnish (assumed 1 tbsp, 3g, chopped, not listed but implied for garnish))","Step 1: Prepare the Dal : | Rinse 1/2 cup moong dal and soak it for 10-15 minutes to soften. | Step 2: Cook the Bottle Gourd : | Cut 1 small bottle gourd (lauki) into small cubes and sauté in a pressure cooker with 1 tsp oil for 3-4 minutes. | Step 3: Add Dal & Spices : | Add the soaked moong dal, 1/2 tsp cumin seeds, 1/2 tsp turmeric powder, 1 chopped tomato, and 3 cups water to the cooker. | Step 4: Cook the Khichdi : | Close the lid and cook for 3-4 whistles on medium heat. Let the pressure release naturally. | Step 5: Stir the Khichdi : | Once the pressure has released, stir the khichdi to ensure it’s well mixed and smooth. | Step 6: Adjust Consistency : | If necessary, add a little more water to achieve your desired consistency. | Step 7: Garnish (Optional) : | You can garnish with freshly chopped coriander or a squeeze of lemon for extra flavor. | Step 8: Serve : | Serve the khichdi hot with a side of yogurt or pickle for a complete meal.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169425/recipe_uploads/cxcg8udombga61mjnmmw.jpg
68395eeaa1f9120d4641a6ad,Whole Wheat Pita Bread with Hummus,snack,desi,weight_loss,300.0,12.0,50.0,6.0,10.0,400.0,0.0,40,2,Whole Wheat Pita Bread with Hummus Whole Wheat Pita Bread with Hummus Whole Wheat Pita Bread with Hummus Whole Wheat Flour Olive Oil Water Salt Chickpeas Tahini Lemon Juice Garlic desi,"nut_free,egg_free,lactose_free,low_sodium,low_sugar,dairy_free","Whole Wheat Flour (2 cups (240g)); Olive Oil (1 tsp (5g)); Water (3/4 cup (180ml)); Salt (1 tsp (3g, split between flatbread and hummus)); Chickpeas (1 cup (200g, cooked or canned, drained)); Tahini (1 tbsp (15g)); Lemon Juice (1 tbsp (15ml)); Garlic (1 clove (3g, minced))","Step 1: Prepare Dough : | In a bowl, mix 2 cups of whole wheat flour with 1 tsp salt and 1 tsp olive oil. Add 3/4 cup water slowly, knead into a dough. | Step 2: Divide Dough : | Divide the dough into small balls, then roll them out into round discs. | Step 3: Cook Pitas : | Heat a non-stick pan over medium heat and cook each pita for 1-2 minutes on each side. | Step 4: Prepare Hummus : | For hummus, blend 1 cup cooked chickpeas, 1 tbsp tahini, 1 tbsp olive oil, lemon juice, and garlic into a smooth paste. | Step 5: Adjust Hummus Texture : | If needed, add a little water or olive oil to achieve your desired hummus consistency. | Step 6: Serve Pitas : | Serve the freshly cooked pitas with hummus on the side. | Step 7: Garnish Hummus : | Optionally, garnish the hummus with a drizzle of olive oil and a sprinkle of paprika or parsley. | Step 8: Enjoy : | Enjoy the pitas warm with hummus as a healthy and delicious snack or appetizer.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169436/recipe_uploads/bx7yrymcrqjmva7lyput.jpg
68395eeaa1f9120d4641a691,Tomato & Chicken Soup (Light & Protein-Rich),lunch,desi,weight_loss,300.0,24.0,12.0,14.0,4.0,400.0,65.0,30,2,Tomato & Chicken Soup (Light & Protein-Rich) Tomato & Chicken Soup (Light & Protein-Rich) Tomato & Chicken Soup (Light & Protein-Rich) Boneless Chicken (cubed) Tomatoes (chopped) Onion (chopped) Red Chili Powder Turmeric Powder Fresh Coriander (for garnish) Salt Oil desi,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar","Boneless Chicken (cubed) (200g); Tomatoes (chopped) (3 (450g)); Onion (chopped) (1 (100g)); Red Chili Powder (1 tsp (2g)); Turmeric Powder (1/2 tsp (1g)); Fresh Coriander (for garnish) (As needed (assumed 1 tbsp, 3g)); Salt (To taste (assumed 1 tsp, 3g)); Oil (1 tbsp (14g))","Step 1: Sauté the Chicken: | Heat 1 tbsp oil in a pot and sauté 200g boneless chicken (cubed) until browned. | Step 2: Add Spices and Tomatoes: | Add 1 chopped onion, 1 tsp ginger-garlic paste, 1 tsp red chili powder, 1/2 tsp turmeric powder, and salt. Stir well, then add 3 chopped tomatoes. Cook until the tomatoes soften. | Step 3: Cook the Soup: | Add 4 cups water and bring to a boil. Reduce the heat and simmer for 15-20 minutes until the chicken is fully cooked. | Step 4: Blend the Soup: | Use an immersion blender to blend the soup to your desired consistency. | Step 5: Adjust Seasoning: | Taste the soup and adjust salt and spices as needed. | Step 6: Garnish: | Garnish with fresh coriander leaves for added flavor. | Step 7: Heat the Soup: | Reheat the soup if necessary before serving. | Step 8: Serve: | Serve the hot chicken soup in bowls, and enjoy!",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169170/recipe_uploads/ypblvdo4ksg6lnaytbeo.jpg
68395eeaa1f9120d4641a6d7,Dry Roasted Cumin-Flavored Cashews,snack,desi,weight_loss,100.0,3.0,5.0,8.0,1.0,150.0,0.0,10,1,Dry Roasted Cumin-Flavored Cashews Dry Roasted Cumin-Flavored Cashews Dry Roasted Cumin-Flavored Cashews Cashews Cumin Powder Salt desi,"gluten_free,egg_free,lactose_free,low_sodium,low_sugar,low_carb,dairy_free","Cashews (1/4 cup (30g)); Cumin Powder (1/2 tsp (1g)); Salt (To taste (assumed 1/4 tsp, 0.75g, not listed but implied))","Step 1: Roast the Cashews : | Roast cashews in a dry pan over medium heat, stirring occasionally, until they turn golden brown. | Step 2: Add Cumin Powder : | Once the cashews are roasted, sprinkle with roasted cumin powder and mix well. | Step 3: Add Salt : | Toss the cashews with a pinch of salt for extra flavor. | Step 4: Allow to Cool : | Let the cashews cool down for a few minutes to allow the flavors to set. | Step 5: Store in an Airtight Container : | Once cooled, store the cashews in an airtight container to keep them fresh. | Step 6: Serve as a Snack : | Enjoy the cumin-flavored cashews as a healthy, savory snack. | Step 7: Optional Garnish : | For extra flavor, you can sprinkle a little chat masala or chili powder, if desired. | Step 8: Enjoy the Crunch : | These dry roasted cumin-flavored cashews are perfect for snacking or as a garnish in dishes.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169538/recipe_uploads/hzt5uvp6pjojiu67qq3y.jpg
68395ef0a1f9120d4641a767,Kashmiri Chai Paratha Combo,breakfast,desi,weight_gain,350.0,5.0,40.0,10.0,3.0,300.0,10.0,20,1,Kashmiri Chai Paratha Combo Kashmiri Chai Paratha Combo Kashmiri Chai Paratha Combo Milk Kashmiri tea leaves Sugar Paratha Cardamom Whole wheat flour Ghee Water desi,"nut_free,egg_free,low_sodium",Milk (1 cup); Kashmiri tea leaves (1 tsp); Sugar (to taste); Paratha (1); Cardamom (1 pod); Whole wheat flour (½ cup (for paratha)); Ghee (1 tsp (for paratha)); Water (½ cup (for tea)),"Step 1: Gather Ingredients: Collect 1 tsp Kashmiri tea leaves (or green tea), 2 cups water, 1 cup milk, 1 tbsp sugar, ½ tsp cardamom powder, 1 tbsp chopped nuts (almonds, pistachios), 2 cups whole wheat flour, ¾ cup water (for dough), and 2 tbsp ghee. | Step 2: Boil Tea Base: In a pot, boil 2 cups water with 1 tsp Kashmiri tea leaves over medium heat for 10-15 minutes until the water reduces to half and turns reddish. | Step 3: Add Milk: Stir in 1 cup milk, 1 tbsp sugar, and ½ tsp cardamom powder, simmer for 5-7 minutes until the chai turns a pinkish hue and thickens slightly. | Step 4: Prepare Dough: Mix 2 cups whole wheat flour with ¾ cup water, knead into a soft dough, and rest for 15 minutes. | Step 5: Roll Paratha: Divide dough into 4-6 balls, roll each into a 6-7 inch circle. | Step 6: Cook Paratha: Heat a tawa, cook each paratha with ½ tbsp ghee per side for 1-2 minutes until crispy and golden. | Step 7: Serve Combo: Strain the Kashmiri chai into cups, top with 1 tbsp chopped nuts, and serve hot with crispy paratha.",https://res.cloudinary.com/duegxp0u0/image/upload/v1746813061/vfbih2iq8ses2jjroqer.jpg
68395ebfa1f9120d4641a490,Keto Chicken Salad,lunch,keto,weight_loss,290.0,33.0,3.0,20.0,1.0,290.0,75.0,20,1,Keto Chicken Salad Keto Chicken Salad Keto Chicken Salad Chicken breast Mayonnaise Celery Lettuce keto,"gluten_free,nut_free,egg_free,lactose_free,low_carb,low_sugar",Chicken breast (100g); Mayonnaise (1 tbsp); Celery (25g); Lettuce (2 leaves),"Step 1: Prep Chicken breast | Use 100g of chicken breast as the base. | Step 2: Prepare Mayonnaise | Chop or measure 1 tbsp of mayonnaise. | Step 3: Combine Ingredients | Mix the prepared ingredients in a bowl. | Step 4: Add Celery | Incorporate 25g of celery for flavor. | Step 5: Season | Add salt, pepper, or additional spices as needed. | Step 6: Set Aside | Chill or let the mixture rest for a few minutes if needed. | Step 7: Final Mix | Stir everything together to ensure even coating. | Step 8: Serve | Plate and enjoy your freshly prepared meal.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745444886/pitpdw7vfnmlpgn9wl3d.jpg
68395ed6a1f9120d4641a580,Garlic Herb Radishes,snack,mediterranean,weight_loss,75.0,1.0,5.0,5.0,2.0,48.0,0.0,10,1,Garlic Herb Radishes Garlic Herb Radishes Garlic Herb Radishes Radishes Garlic Parsley Olive oil mediterranean,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_carb,low_sugar,low_cholesterol,dairy_free",Radishes (120g); Garlic (3g); Parsley (5g); Olive oil (5ml),"Step 1: Wash Radishes | Rinse 120g radishes under cold water, scrubbing gently to remove dirt, and pat dry. |  | Step 2: Trim Radishes | Trim the tops and roots of the radishes, then slice thinly into rounds. |  | Step 3: Prep Garlic | Peel and mince 1 garlic clove (about 3g) finely. |  | Step 4: Prep Parsley | Wash 5g fresh parsley, pat dry, and finely chop the leaves. |  | Step 5: Mix Seasonings | In a small bowl, combine minced garlic, chopped parsley, and 5ml olive oil. |  | Step 6: Toss Radishes | Place radish slices in a bowl and add the garlic-parsley mixture, tossing to coat evenly. |  | Step 7: Let Rest | Let the radishes sit for 5 minutes to absorb flavors. |  | Step 8: Serve Fresh | Plate the radishes and serve immediately as a crunchy snack.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748524315/gs3ljliekv6lfr0xifxw.jpg
68395ed6a1f9120d4641a55b,Herbed White Beans,breakfast,mediterranean,weight_loss,200.0,7.0,27.0,6.0,6.0,11.0,0.0,10,1,Herbed White Beans Herbed White Beans Herbed White Beans White beans Parsley Lemon juice Olive oil mediterranean,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar,low_cholesterol,dairy_free",White beans (100g); Parsley (10g); Lemon juice (15ml); Olive oil (5ml),"Step 1: Rinse Beans | Drain and rinse 100g cooked white beans (canned or pre-cooked) under cold water. |  | Step 2: Prep Parsley | Wash 10g parsley, remove stems, and finely chop the leaves. |  | Step 3: Juice Lemon | Squeeze half a lemon (about 15ml juice) into a small bowl, removing seeds. |  | Step 4: Measure Oil | Measure 5ml olive oil for mixing with the beans. |  | Step 5: Combine Ingredients | In a bowl, mix the white beans, chopped parsley, lemon juice, and olive oil. |  | Step 6: Season Mixture | Add a pinch of salt and pepper to taste, stirring gently to combine. |  | Step 7: Rest Flavors | Let the mixture sit for 2 minutes to meld the flavors. |  | Step 8: Serve Fresh | Transfer to a plate and serve as a light lunch dish, garnished with extra parsley if desired.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748524315/ysuffzsx2lbwnmg3bdrx.jpg
68395eeaa1f9120d4641a625,Lentil-Stuffed Peppers with Light Spices,dinner,desi,weight_loss,150.0,6.0,20.0,4.0,6.0,300.0,0.0,45,4,Lentil-Stuffed Peppers with Light Spices Lentil-Stuffed Peppers with Light Spices Lentil-Stuffed Peppers with Light Spices Bell Peppers Lentils Onion Garlic Olive Oil Salt desi,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar,low_cholesterol,dairy_free","Bell Peppers (4 (400g, tops removed, seeded)); Lentils (1/2 cup (100g, dry, assumed yellow moong dal, cooked)); Onion (1 (100g, chopped)); Garlic (2 cloves (6g, minced)); Olive Oil (1 tbsp (14g)); Salt (To taste (assumed 1/2 tsp, 1.5g, not listed but implied))","Step 1: Cook the lentils: | Boil 1/2 cup of lentils in 3 cups of water until soft and fully cooked. Drain any excess water. | Step 2: Prepare the bell peppers: | Cut 4 bell peppers in half lengthwise and remove the seeds and membranes. | Step 3: Preheat the oven: | Preheat your oven to 350°F (175°C) while preparing the stuffing. | Step 4: Sauté aromatics: | In a pan, heat 1 tablespoon of olive oil. Sauté chopped onions, minced garlic, 1/2 teaspoon cumin, and 1/4 teaspoon turmeric until fragrant. | Step 5: Combine with lentils: | Add the cooked lentils to the sautéed mixture and stir well to combine. Adjust salt and pepper to taste. | Step 6: Stuff the peppers: | Fill each bell pepper half with the lentil mixture, pressing gently to pack it in. | Step 7: Bake the peppers: | Place the stuffed peppers in a baking dish and bake at 350°F (175°C) for 20–25 minutes until tender. | Step 8: Serve hot: | Remove from the oven and serve hot, optionally garnished with fresh herbs",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169256/recipe_uploads/jcpry0a0veueq2iljhfy.jpg
68395ef0a1f9120d4641a707,Beef Haleem with Tandoori Roti,dinner,desi,weight_gain,573.0,20.0,40.0,15.0,5.0,1090.0,40.0,1,2,Beef Haleem with Tandoori Roti Beef Haleem with Tandoori Roti Beef Haleem with Tandoori Roti Boneless beef Chana dal Moong dal Masoor dal Broken wheat Onion Ghee Haleem masala Salt Tandoori roti Whole wheat flour Coriander leaves Green chilies Water Turmeric powder Red chili powder Garam masala desi,"nut_free,egg_free,low_sugar","Boneless beef (250g); Chana dal (½ cup); Moong dal (¼ cup); Masoor dal (¼ cup); Broken wheat (¼ cup); Onion (1 large, sliced); Ghee (3 tbsp); Haleem masala (1 tbsp); Salt (1 tsp); Tandoori roti (4 pieces); Whole wheat flour (1 cup); Coriander leaves (2 tbsp, chopped); Green chilies (1, sliced); Water (5 cups); Turmeric powder (¼ tsp); Red chili powder (½ tsp); Garam masala (¼ tsp)","Step 1: Gather the Ingredients: Collect ½ cup each of masoor, moong, and chana dal, ½ cup broken wheat, 4 tbsp ghee, 1 sliced onion, 250g beef (boneless), 1 tbsp ginger-garlic paste, 2 tbsp haleem masala, 1 tsp salt, 4 cups water, and tandoori roti for serving. | Step 2: Cook the Lentils and Wheat: In a pot, combine ½ cup each of masoor, moong, and chana dal with ½ cup broken wheat and 4 cups water, cooking for 45-60 minutes until soft and mushy. | Step 3: Heat the Ghee: In a separate large pot, melt 4 tbsp ghee over medium heat for 1-2 minutes until hot. | Step 4: Sauté the Onions: Add 1 sliced onion and sauté for 8-10 minutes, stirring occasionally, until deep brown. | Step 5: Cook the Beef: Stir in 250g beef and 1 tbsp ginger-garlic paste, cooking for 10 minutes until the beef browns and the aroma develops. | Step 6: Season the Mixture: Add 2 tbsp haleem masala and 1 tsp salt, mixing well, then pour in the cooked lentil-wheat mixture, stirring continuously to combine. | Step 7: Blend the Haleem: Use a hand blender to blend the mixture in the pot for 2-3 minutes until it becomes thick, smooth, and creamy, cooking for an additional 5 minutes on low heat. | Step 8: Serve with Tandoori Roti: Ladle the hot beef haleem into bowls, garnish with fried onions or coriander if desired, and serve with warm tandoori roti.",https://res.cloudinary.com/duegxp0u0/image/upload/v1746775920/lxlzbqih06ema7l6vr0o.jpg
68395ec7a1f9120d4641a4c7,Spinach Ricotta Pasta,dinner,vegetarian,weight_gain,550.0,28.0,65.0,25.0,5.0,650.0,40.0,30,2,Spinach Ricotta Pasta Spinach Ricotta Pasta Spinach Ricotta Pasta Pasta Ricotta Spinach Garlic Olive oil Salt Black pepper Parmesan vegetarian,"nut_free,egg_free,low_sugar",Pasta (200g); Ricotta (150g); Spinach (200g); Garlic (2 cloves); Olive oil (1 tbsp); Salt (1/2 tsp); Black pepper (1/2 tsp); Parmesan (1 tsp (optional)),"Step 1: Boil Water | Bring a large pot of water to a boil with a pinch of salt. | Step 2: Cook Pasta | Add 200g pasta (e.g., penne or fusilli) and cook for 8–10 minutes until al dente, then drain. | Step 3: Prepare Spinach | Wash 200g spinach and roughly chop if leaves are large. | Step 4: Mince Garlic | Peel and mince 2 garlic cloves finely. | Step 5: Sauté Garlic | Heat 1 tbsp olive oil in a large skillet over medium heat, add garlic, and sauté for 1 minute until fragrant. | Step 6: Cook Spinach | Add chopped spinach to the skillet and cook for 2–3 minutes until wilted. | Step 7: Combine Ingredients | Stir in 150g ricotta, 1/2 tsp salt, and 1/2 tsp black pepper, then add drained pasta, tossing to coat evenly. | Step 8: Serve | Cook for 1–2 more minutes to warm through, garnish with 1 tsp grated Parmesan if desired, and serve hot as a creamy dinner.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748525341/swhah3o7xcniqjb9bulv.jpg
68395eeaa1f9120d4641a668,Whole Wheat Couscous with Lentil Gravy,lunch,desi,weight_loss,270.0,12.0,44.0,8.0,10.0,100.0,0.0,35,1,Whole Wheat Couscous with Lentil Gravy Whole Wheat Couscous with Lentil Gravy Whole Wheat Couscous with Lentil Gravy Whole Wheat Couscous Lentils Onion Tomato Olive Oil desi,"nut_free,egg_free,lactose_free,low_sodium,low_sugar,low_cholesterol,dairy_free","Whole Wheat Couscous (1/2 cup (80g, dry)); Lentils (1/2 cup (100g, dry, cooked)); Onion (1 (100g, chopped)); Tomato (1 (150g, chopped)); Olive Oil (1 tbsp (14g))","Step 1: Cook Couscous: | Cook 1/2 cup whole wheat couscous according to package instructions, fluffing it with a fork once done. | Step 2: Cook Lentils: | Cook 1/2 cup lentils in 3 cups water with 1/4 tsp turmeric and salt to taste until the lentils are tender. | Step 3: Prepare the Masala: | In a separate pan, sauté 1 onion, 1 tomato, and garlic in olive oil until the onion turns golden and the tomato softens. | Step 4: Add Lentils to Masala: | Mix the cooked lentils into the sautéed onion-tomato-garlic mixture, stirring well. | Step 5: Simmer the Lentil Gravy: | Let the lentil mixture simmer for 5-10 minutes to blend the flavors and thicken slightly. | Step 6: Adjust Consistency: | If the gravy is too thick, add a little water to reach the desired consistency. | Step 7: Taste and Adjust Seasoning: | Taste the lentil gravy and adjust the salt or spices as needed. | Step 8: Serve: | Serve the cooked couscous topped with the flavorful lentil gravy for a nutritious and hearty meal.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169083/recipe_uploads/ueuyt6ehzsgtkknqlmc7.jpg
68395eeaa1f9120d4641a666,Masoor Dal with Brown Rice & Pickled Onions,lunch,desi,weight_loss,230.0,12.0,42.0,1.0,8.0,100.0,0.0,40,1,Masoor Dal with Brown Rice & Pickled Onions Masoor Dal with Brown Rice & Pickled Onions Masoor Dal with Brown Rice & Pickled Onions Masoor Dal Brown Rice Onion Vinegar desi,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar,low_cholesterol,dairy_free","Masoor Dal (1/2 cup (100g, dry)); Brown Rice (1/2 cup (90g, dry)); Onion (1 small (70g, chopped)); Vinegar (1 tbsp (15ml))","Step 1: Cook Masoor Dal: | Cook 1/2 cup masoor dal with 2 cups water and 1/2 tsp turmeric in a pot until the dal is soft and tender. | Step 2: Cook Brown Rice: | In a separate pot, cook 1/2 cup brown rice with 1 cup water until the rice is fully cooked and tender. | Step 3: Prepare Pickled Onions: | Slice 1 small onion and marinate it with 1 tbsp vinegar, 1/4 tsp salt, and 1/4 tsp sugar for 15 minutes to pickle the onions. | Step 4: Adjust Consistency of Dal: | Check the dal and add more water if needed to reach your desired consistency. | Step 5: Taste and Adjust Seasoning: | Taste the dal and adjust salt or turmeric if needed to suit your flavor preferences. | Step 6: Fluff the Rice: | Once the rice is cooked, fluff it with a fork to separate the grains and ensure it's light and fluffy. | Step 7: Assemble the Dish: | Serve the dal in a bowl alongside the brown rice. | Step 8: Add Pickled Onions: | Serve the pickled onions on the side for an extra tangy and flavorful accompaniment.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169078/recipe_uploads/dwwtt6x0gqrrz5jmjmtg.jpg
68395eeaa1f9120d4641a688,"Cabbage & Chicken Stir Fry (Desi Flavored, Low Oil)",lunch,desi,weight_loss,260.0,32.0,12.0,8.0,4.0,400.0,85.0,25,3,"Cabbage & Chicken Stir Fry (Desi Flavored, Low Oil) Cabbage & Chicken Stir Fry (Desi Flavored, Low Oil) Cabbage & Chicken Stir Fry (Desi Flavored, Low Oil) Chicken Breast (cut) Onion (chopped) Green Chili (chopped) Cabbage (chopped) Turmeric Powder Cumin Powder Coriander Powder Salt Olive Oil desi","gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar","Chicken Breast (cut) (300g); Onion (chopped) (1 (100g)); Green Chili (chopped) (1 (5g)); Cabbage (chopped) (2 cups (200g)); Turmeric Powder (1/2 tsp (1g)); Cumin Powder (1 tsp (2g)); Coriander Powder (1 tsp (2g)); Salt (To taste (assumed 1 tsp, 3g)); Olive Oil (1 tsp (5g))","Step 1: Cut the chicken : | Cut 300g chicken breast into small bite-sized pieces and set aside. | Step 2: Heat the oil : | In a pan, heat 1 tsp olive oil over medium heat. | Step 3: Sauté the aromatics : | Add 1 chopped onion, 1 chopped green chili, and 1 tbsp ginger-garlic paste. Sauté until the onion is soft and translucent. | Step 4: Add the cabbage : | Add 2 cups of chopped cabbage to the pan and cook for 5-7 minutes until it begins to soften. | Step 5: Add the chicken : | Add the chicken pieces to the pan and stir to mix with the cabbage and aromatics. | Step 6: Add the spices : | Sprinkle in 1/2 tsp turmeric powder, 1 tsp cumin powder, 1 tsp coriander powder, and salt to taste. Mix well to coat the chicken and cabbage. | Step 7: Cook thoroughly : | Continue to stir fry for 10 minutes until the chicken is fully cooked and the cabbage is tender. | Step 8: Garnish and serve : | Garnish with fresh coriander and serve hot with roti.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169144/recipe_uploads/lac6nws3n5tqwcwk78jh.jpg
68395ecea1f9120d4641a542,Chicken & Spinach Stuffed Shells,dinner,non_vegetarian,weight_gain,540.0,52.0,45.0,25.0,5.0,650.0,120.0,50,3,Chicken & Spinach Stuffed Shells Chicken & Spinach Stuffed Shells Chicken & Spinach Stuffed Shells Chicken breast Jumbo shells Ricotta Spinach Olive oil Marinara sauce Garlic powder Salt Black pepper Parsley non_vegetarian,"nut_free,egg_free,low_sugar",Chicken breast (300g); Jumbo shells (12); Ricotta (100g); Spinach (100g); Olive oil (1 tsp); Marinara sauce (200g); Garlic powder (½ tsp); Salt (¼ tsp); Black pepper (¼ tsp); Parsley (1 tsp (optional)),"Step 1: Cook Pasta | Boil 12 jumbo pasta shells in salted water for 8–10 minutes until al dente, then drain and set aside to cool. | Step 2: Cook Chicken | Heat 1 tsp olive oil in a skillet over medium heat, add 300g diced chicken breast, and cook for 5–6 minutes until fully cooked, then shred. | Step 3: Prepare Spinach | Blanch 100g spinach in boiling water for 1 minute, drain, squeeze dry, and chop finely. | Step 4: Mix Filling | In a bowl, combine shredded chicken, chopped spinach, 100g ricotta, ¼ tsp salt, ¼ tsp black pepper, and ½ tsp garlic powder. | Step 5: Stuff Shells | Spoon ~2 tbsp of the chicken-spinach mixture into each cooled pasta shell, arranging them in a greased baking dish. | Step 6: Add Sauce | Pour 200g marinara sauce evenly over the stuffed shells, ensuring they’re well-coated. | Step 7: Bake Dish | Preheat oven to 180°C, cover dish with foil, and bake for 20–25 minutes until heated through. | Step 8: Serve | Sprinkle with 1 tsp chopped parsley, let rest for 5 minutes, and serve hot as a hearty dinner.",https://res.cloudinary.com/duegxp0u0/image/upload/v1748524633/vd6v8muiq9xc8bmhw1bs.jpg
68395eeaa1f9120d4641a6b0,"Chana Dal & Brown Rice Tikki (Baked, No Frying)",snack,desi,weight_loss,250.0,10.0,42.0,5.0,8.0,400.0,0.0,40,1,"Chana Dal & Brown Rice Tikki (Baked, No Frying) Chana Dal & Brown Rice Tikki (Baked, No Frying) Chana Dal & Brown Rice Tikki (Baked, No Frying) Chana Dal Brown Rice Cumin Powder Chili Powder Salt Oil Water Fresh Coriander desi","gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar,dairy_free","Chana Dal (1/2 cup (100g, dry)); Brown Rice (1/2 cup (100g, dry)); Cumin Powder (1/2 tsp (1g)); Chili Powder (1/4 tsp (0.5g)); Salt (To taste (assumed 1 tsp, 3g)); Oil (As needed (assumed 1 tsp, 5g, for cooking, not listed but implied)); Water (As needed (assumed 3 cups, 720ml, for cooking)); Fresh Coriander (For garnish (assumed 1 tbsp, 3g, chopped, not listed but implied))","Step 1: Soak Chana Dal : | Soak 1/2 cup chana dal overnight and cook until soft. | Step 2: Cook Brown Rice : | Cook 1/2 cup brown rice until tender. | Step 3: Mix Dal and Rice : | Mix the cooked dal and rice with 1/2 tsp cumin powder, 1/4 tsp chili powder, and salt. Shape into patties. | Step 4: Preheat the Oven : | Preheat the oven to 180°C (350°F). | Step 5: Bake the Patties : | Bake the patties for 20-25 minutes, or until golden and crispy. | Step 6: Check for Crispiness : | Ensure the patties are crisp on the outside while being tender inside. | Step 7: Serve with Chutney or Yogurt : | Serve the baked patties hot with green chutney or yogurt. | Step 8: Enjoy : | Enjoy your healthy and flavorful chana dal rice patties!",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169442/recipe_uploads/ay1bfur3drqmv8w1lzoz.jpg
68395eeaa1f9120d4641a66a,Rajma & Barley Pilaf with Lemon Juice,lunch,desi,weight_loss,220.0,10.0,40.0,2.0,10.0,100.0,0.0,45,1,Rajma & Barley Pilaf with Lemon Juice Rajma & Barley Pilaf with Lemon Juice Rajma & Barley Pilaf with Lemon Juice Rajma (Kidney Beans) Barley Onion Tomato Lemon Juice desi,"gluten_free,nut_free,egg_free,lactose_free,low_sodium,low_sugar,low_cholesterol,dairy_free","Rajma (Kidney Beans) (1/2 cup (80g, cooked or canned, drained)); Barley (1/2 cup (90g, dry, cooked)); Onion (1 (100g, chopped)); Tomato (1 (150g, chopped)); Lemon Juice (1 tbsp (15ml))","Step 1: Cook Rajma and Barley: | Cook 1/2 cup rajma (kidney beans) and 1/2 cup barley separately until both are tender. | Step 2: Prepare the Masala: | Sauté 1 onion, 1 tomato, 1/2 tsp cumin seeds, and 1/2 tsp turmeric in olive oil until the onions become golden and the tomatoes soften. | Step 3: Add Cooked Rajma and Barley: | Add the cooked rajma and barley to the masala, mixing well to combine. | Step 4: Simmer: | Let the mixture simmer for 10 minutes, allowing the flavors to blend. | Step 5: Adjust Consistency: | If the mixture is too thick, add a little water to reach the desired consistency. | Step 6: Taste and Adjust Seasoning: | Taste the dish and adjust the salt or spices to your preference. | Step 7: Garnish (Optional): | Optionally, garnish with fresh coriander leaves for added flavor and color. | Step 8: Serve with Lemon Juice: | Squeeze fresh lemon juice over the dish just before serving for a tangy finish.",https://res.cloudinary.com/duegxp0u0/image/upload/v1745169085/recipe_uploads/qyaifes7ehu2ehpybo4h.jpg
